Label,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Number,Street,Side,City,County,State,Zipcode
1,11/8/19 14:25,11/8/19 15:10,33.786842,-84.493027,,,0,,Donald Lee Hollowell Pkwy NW,R,Atlanta,Fulton,GA,30331
0,11/8/19 15:50,11/8/19 17:09,33.982201,-84.34198,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30350
1,11/8/19 18:04,11/8/19 18:33,33.70327,-84.404312,,,0,,Fair Dr SW,R,Atlanta,Fulton,GA,30315
0,11/8/19 18:17,11/8/19 19:17,33.982201,-84.34198,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30350
0,11/8/19 18:35,11/8/19 19:19,33.904732,-84.295486,,,0,3829,N Peachtree Rd,R,Atlanta,DeKalb,GA,30341-1926
1,11/8/19 18:56,11/8/19 20:26,33.91296,-84.286179,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30360
1,11/8/19 18:59,11/8/19 20:14,33.807072,-84.379471,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30309
1,11/8/19 19:15,11/8/19 20:00,33.823372,-84.357681,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30324
1,11/8/19 19:34,11/8/19 21:08,33.918056,-84.338028,,,0,,Ashford Dunwoody Rd NE,R,Atlanta,DeKalb,GA,30319
1,11/8/19 19:48,11/8/19 20:38,33.891861,-84.258949,,,0,,GA-403 N,R,Atlanta,DeKalb,GA,30340
1,11/8/19 20:24,11/8/19 21:23,33.916031,-84.406723,,,2.609999895,,GA-407 W,R,Atlanta,Fulton,GA,30327
1,11/8/19 6:55,11/8/19 7:40,33.683922,-84.409134,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30315
0,11/8/19 15:55,11/8/19 16:58,33.585026,-84.513145,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30349
1,11/8/19 17:43,11/8/19 19:12,33.65213,-84.366982,,,6.360000134,,GA-407 E,R,Atlanta,Fulton,GA,30354
1,11/8/19 18:08,11/8/19 19:37,33.629654,-84.403046,,,0,379,Lake Mirror Rd,R,Atlanta,Clayton,GA,30349
1,11/8/19 23:28,11/9/19 0:13,33.652176,-84.367058,,,3.900000095,,GA-407 W,R,Atlanta,Fulton,GA,30354
1,11/9/19 9:10,11/9/19 10:25,33.769341,-84.389816,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30308
1,11/9/19 9:55,11/9/19 11:41,33.91465,-84.349678,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30342
1,11/9/19 11:40,11/9/19 13:25,33.798706,-84.488213,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,11/9/19 13:42,11/9/19 15:31,33.786842,-84.493027,,,0,,Donald Lee Hollowell Pkwy NW,R,Atlanta,Fulton,GA,30331
0,11/9/19 16:56,11/9/19 17:41,33.864193,-84.479355,,,0,,GA-407 N,R,Atlanta,Cobb,GA,30339
1,11/9/19 17:35,11/9/19 18:34,33.90292,-84.24099,,,0,,GA-403 N,R,Atlanta,DeKalb,GA,30340
1,11/9/19 18:18,11/9/19 19:17,33.743481,-84.379303,,,0,,Hill St SE,R,Atlanta,Fulton,GA,30312
1,11/9/19 18:59,11/9/19 21:11,33.74263,-84.403519,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30312
1,11/9/19 19:08,11/9/19 20:09,33.771023,-84.390472,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30308
1,11/9/19 19:44,11/9/19 21:05,33.741718,-84.416878,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30310
1,11/9/19 19:59,11/9/19 21:02,33.893482,-84.46347,,,0,,GA-401 S,R,Atlanta,Cobb,GA,30339
1,11/9/19 20:45,11/9/19 21:59,33.797871,-84.392708,,,0,,GA-13 S,R,Atlanta,Fulton,GA,30309
1,11/9/19 20:54,11/9/19 22:11,33.723042,-84.502731,,,0,,Cascade Rd SW,R,Atlanta,Fulton,GA,30311
1,11/9/19 22:17,11/9/19 23:16,33.895245,-84.263748,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30340
1,11/10/19 14:47,11/10/19 15:32,33.890156,-84.462746,,,0,,GA-407 W,R,Atlanta,Cobb,GA,30339
1,11/10/19 15:30,11/10/19 17:00,33.912388,-84.356827,,,0,,GA-400 N,R,Atlanta,Fulton,GA,30328
0,11/10/19 22:20,11/10/19 23:50,33.823372,-84.357681,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30324
0,11/11/19 8:02,11/11/19 8:31,33.823093,-84.359131,,,0,,GA-400 N,R,Atlanta,Fulton,GA,30324
1,11/11/19 8:21,11/11/19 9:24,33.903763,-84.475243,,,0,,I-75 N,R,Atlanta,Cobb,GA,30339
0,11/11/19 8:33,11/11/19 9:19,33.752953,-84.378868,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/11/19 15:32,11/11/19 20:34,33.778721,-84.390709,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30313
0,11/11/19 19:23,11/11/19 19:52,33.933723,-84.357491,,,0,,GA-400 N,R,Atlanta,Fulton,GA,30328
1,11/11/19 21:53,11/11/19 23:09,33.756435,-84.37825,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/11/19 22:19,11/11/19 22:49,33.839935,-84.312927,,,0,,Northeast Expy NE,R,Atlanta,DeKalb,GA,30329
1,11/11/19 22:53,11/11/19 23:22,33.91235,-84.386215,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30342
0,11/11/19 18:44,11/11/19 21:21,33.620621,-84.473801,,,0,,Old National Hwy,R,Atlanta,Fulton,GA,30337
1,11/11/19 19:38,11/11/19 20:39,33.683674,-84.310257,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30316
1,11/12/19 5:12,11/12/19 6:14,33.884674,-84.251144,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30341
1,11/12/19 6:38,11/12/19 7:24,33.723042,-84.502731,,,0,,Cascade Rd SW,R,Atlanta,Fulton,GA,30311
0,11/12/19 7:00,11/12/19 8:01,33.766319,-84.52655,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30336
1,11/12/19 7:01,11/12/19 8:01,33.766319,-84.52655,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30336
0,11/12/19 7:16,11/12/19 8:17,33.743511,-84.368103,,,0,,Boulevard SE,R,Atlanta,Fulton,GA,30312
0,11/12/19 7:17,11/12/19 8:03,33.852207,-84.369438,,,0,,Lenox Rd NE,R,Atlanta,Fulton,GA,30342
0,11/12/19 7:23,11/12/19 8:39,33.864948,-84.439552,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30327
0,11/12/19 7:41,11/12/19 8:26,33.7453,-84.349014,,,0,,GA-402 E,R,Atlanta,DeKalb,GA,30316
0,11/12/19 7:40,11/12/19 8:41,33.846397,-84.366783,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30326
0,11/12/19 7:16,11/12/19 8:17,33.74324,-84.368103,,,0,,Boulevard SE,R,Atlanta,Fulton,GA,30312
0,11/12/19 8:08,11/12/19 9:08,33.884346,-84.469887,,,0,,Cobb Pkwy,R,Atlanta,Cobb,GA,30339
0,11/12/19 8:26,11/12/19 8:56,33.786339,-84.391441,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30318
0,11/12/19 8:26,11/12/19 8:56,33.786339,-84.391441,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30318
1,11/12/19 10:12,11/12/19 10:57,33.75412,-84.378418,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
0,11/12/19 10:22,11/12/19 11:37,33.764496,-84.385117,,,0,60,Ralph McGill Blvd NE,L,Atlanta,Fulton,GA,30308
0,11/12/19 13:09,11/12/19 14:09,33.69928,-84.457245,,,0,,Arthur Langford Pkwy E,R,Atlanta,Fulton,GA,30344
1,11/12/19 15:18,11/12/19 16:48,33.911861,-84.356895,,,0,,GA-400 N,R,Atlanta,Fulton,GA,30328
0,11/12/19 15:54,11/12/19 16:54,33.798317,-84.395981,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30309
0,11/12/19 17:47,11/12/19 18:16,33.7738,-84.359947,,,0,,Ponce de Leon Ave NE,R,Atlanta,Fulton,GA,30306
1,11/12/19 18:20,11/12/19 20:21,33.912086,-84.379356,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30342
1,11/12/19 21:31,11/12/19 22:49,33.910782,-84.359535,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30342
0,11/13/19 7:01,11/13/19 8:02,33.918056,-84.338028,,,0,,Ashford Dunwoody Rd NE,R,Atlanta,DeKalb,GA,30319
0,11/13/19 8:07,11/13/19 8:37,33.7453,-84.349014,,,0,,GA-402 E,R,Atlanta,DeKalb,GA,30316
1,11/13/19 8:43,11/13/19 9:58,33.879265,-84.272797,,,0,,GA-403 S,R,Atlanta,DeKalb,GA,30340
0,11/13/19 10:12,11/13/19 11:12,33.904781,-84.434814,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30339
1,11/13/19 13:13,11/13/19 14:12,33.757595,-84.378365,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/13/19 13:47,11/13/19 14:37,33.731445,-84.502167,,,0,,GA-407 N,R,Atlanta,Fulton,GA,30311
1,11/13/19 14:07,11/13/19 16:23,33.757854,-84.378395,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/13/19 14:43,11/13/19 16:34,33.896225,-84.265015,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30340
1,11/13/19 15:05,11/13/19 16:07,33.791977,-84.39241,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
0,11/13/19 16:21,11/13/19 17:06,33.892574,-84.259048,,,0,,GA-403 S,R,Atlanta,DeKalb,GA,30340
1,11/13/19 16:54,11/13/19 17:54,33.904781,-84.434814,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30339
1,11/13/19 20:03,11/13/19 20:49,33.763622,-84.493378,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,11/13/19 20:11,11/13/19 21:30,33.920238,-84.316612,,,2.00999999,,GA-407 E,R,Atlanta,DeKalb,GA,30319
0,11/14/19 4:39,11/14/19 5:47,33.864948,-84.439552,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30327
1,11/14/19 8:41,11/14/19 9:56,33.840649,-84.312286,,,0,,GA-403 S,R,Atlanta,DeKalb,GA,30329
1,11/14/19 9:52,11/14/19 10:51,33.840649,-84.312286,,,0,,GA-403 S,R,Atlanta,DeKalb,GA,30329
1,11/14/19 14:07,11/14/19 16:27,33.915821,-84.406342,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30327
1,11/14/19 14:48,11/14/19 16:19,33.765965,-84.38588,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30308
1,11/14/19 15:40,11/14/19 16:39,33.864662,-84.479385,,,0,,GA-407 N,R,Atlanta,Cobb,GA,30339
1,11/14/19 16:21,11/14/19 18:21,33.892574,-84.259048,,,0,,GA-403 S,R,Atlanta,DeKalb,GA,30340
1,11/14/19 17:20,11/14/19 19:02,33.803711,-84.409599,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30318
1,11/14/19 17:41,11/14/19 20:05,33.798706,-84.488213,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,11/14/19 18:45,11/14/19 19:35,33.741459,-84.417686,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30310
1,11/14/19 19:12,11/14/19 19:41,33.741928,-84.417236,,,0.280000001,907,Park St SW,R,Atlanta,Fulton,GA,30310-1434
1,11/14/19 19:45,11/14/19 20:31,33.920238,-84.316612,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30319
1,11/14/19 19:57,11/14/19 21:53,33.91296,-84.286179,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30360
1,11/14/19 20:01,11/14/19 21:34,33.755241,-84.494667,,,0,,GA-407 N,R,Atlanta,Fulton,GA,30311
1,11/14/19 20:47,11/14/19 21:52,33.803711,-84.409599,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30318
0,11/14/19 20:51,11/14/19 21:38,33.828121,-84.330658,,,0,2320,N Druid Hills Rd NE,L,Atlanta,DeKalb,GA,30329-3109
1,11/14/19 16:04,11/14/19 16:32,33.617409,-84.437874,,,0,,GA-407 W,R,Atlanta,Clayton,GA,30349
1,11/15/19 5:35,11/15/19 6:36,33.749161,-84.383759,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30312
1,11/15/19 6:09,11/15/19 6:39,33.8022,-84.405197,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30318
1,11/15/19 6:48,11/15/19 7:18,33.737003,-84.391846,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30315
1,11/15/19 7:47,11/15/19 8:32,33.754021,-84.378105,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/15/19 8:05,11/15/19 8:34,33.743511,-84.367783,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30312
1,11/15/19 9:38,11/15/19 10:53,33.803711,-84.409599,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30318
1,11/15/19 10:10,11/15/19 10:54,33.760464,-84.493477,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
0,11/15/19 10:21,11/15/19 11:35,33.982201,-84.34198,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30350
1,11/15/19 11:24,11/15/19 12:08,33.912899,-84.286087,,,3.380000114,,GA-407 W,R,Atlanta,DeKalb,GA,30360
1,11/15/19 13:46,11/15/19 14:33,33.741161,-84.412354,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30310
1,11/15/19 14:03,11/15/19 15:33,33.743214,-84.3778,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30312
1,11/15/19 16:10,11/15/19 16:54,33.913292,-84.352982,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30342
1,11/15/19 17:36,11/15/19 18:06,33.832195,-84.426773,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30327
1,11/15/19 18:22,11/15/19 19:29,33.89006,-84.257027,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30340
0,11/15/19 20:46,11/15/19 21:15,33.769341,-84.389816,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30308
1,11/15/19 23:21,11/16/19 0:21,33.909977,-84.356743,,,2.99000001,,GA-400 N,R,Atlanta,Fulton,GA,30342
0,11/15/19 6:38,11/15/19 7:25,33.6777,-84.397842,,,1.690000057,,GA-401 N,R,Atlanta,Fulton,GA,30354
1,11/15/19 9:38,11/15/19 10:22,33.656406,-84.497719,,,0,,Camp Creek Pkwy,R,Atlanta,Fulton,GA,30344
1,11/15/19 11:31,11/15/19 12:31,33.585026,-84.513145,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30349
1,11/15/19 13:26,11/15/19 14:12,33.585068,-84.513191,,,5.880000114,,GA-403 S,R,Atlanta,Fulton,GA,30349
1,11/15/19 17:58,11/15/19 19:02,33.656406,-84.497719,,,0,,Camp Creek Pkwy,R,Atlanta,Fulton,GA,30344
1,11/16/19 10:56,11/16/19 13:11,33.791977,-84.39241,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
0,11/16/19 10:57,11/16/19 11:27,33.920238,-84.316612,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30319
1,11/16/19 11:55,11/16/19 12:40,33.900238,-84.244011,,,0,,Northeast Expy,R,Atlanta,DeKalb,GA,30340
0,11/16/19 13:17,11/16/19 15:41,33.746017,-84.428406,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30310
1,11/16/19 13:47,11/16/19 15:38,33.766319,-84.52655,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30336
0,11/16/19 13:47,11/16/19 14:33,33.909698,-84.428596,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30327
0,11/16/19 14:14,11/16/19 15:00,33.791977,-84.39241,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
0,11/16/19 14:35,11/16/19 15:38,33.918056,-84.338028,,,0,,Ashford Dunwoody Rd NE,R,Atlanta,DeKalb,GA,30319
1,11/16/19 14:39,11/16/19 15:41,33.890156,-84.462746,,,0,,GA-407 W,R,Atlanta,Cobb,GA,30339
0,11/16/19 14:38,11/16/19 15:41,33.91465,-84.349678,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30342
1,11/16/19 15:58,11/16/19 16:57,33.909698,-84.428596,,,3.880000114,,GA-407 W,R,Atlanta,Fulton,GA,30327
1,11/16/19 18:12,11/16/19 18:41,33.800671,-84.389801,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30309
1,11/16/19 18:26,11/16/19 19:41,33.764378,-84.492516,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30318
1,11/16/19 19:56,11/16/19 21:01,33.751183,-84.380875,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30303
1,11/16/19 15:23,11/16/19 16:24,33.656406,-84.497719,,,2.230000019,,Camp Creek Pkwy,R,Atlanta,Fulton,GA,30344
0,11/17/19 13:28,11/17/19 15:10,33.721718,-84.39521,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30310
1,11/17/19 15:05,11/17/19 17:05,33.890156,-84.462746,,,0,,GA-407 W,R,Atlanta,Cobb,GA,30339
0,11/17/19 17:52,11/17/19 18:21,33.918259,-84.357925,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30328
0,11/18/19 6:14,11/18/19 6:43,33.890011,-84.25914,,,0.720000029,3984,Presidential Pkwy,L,Atlanta,DeKalb,GA,30340-3714
1,11/18/19 7:10,11/18/19 8:25,33.912086,-84.379356,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30342
0,11/18/19 8:19,11/18/19 9:04,33.901051,-84.472946,,,0,,GA-401 S,R,Atlanta,Cobb,GA,30339
1,11/18/19 9:25,11/18/19 10:10,33.801117,-84.387337,,,0,,GA-13 S,R,Atlanta,Fulton,GA,30309
1,11/18/19 10:01,11/18/19 12:21,33.721718,-84.39521,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30310
1,11/18/19 13:14,11/18/19 14:14,33.797844,-84.392609,,,0,,GA-13 S,R,Atlanta,Fulton,GA,30309
1,11/18/19 14:18,11/18/19 15:18,33.813576,-84.420837,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30318
1,11/18/19 18:15,11/18/19 19:31,33.765659,-84.495155,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30318
1,11/18/19 18:43,11/18/19 20:30,33.842937,-84.487656,,,0,,Atlanta Rd SE,R,Atlanta,Cobb,GA,30339
1,11/18/19 18:50,11/18/19 20:23,33.902958,-84.439583,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30339
1,11/18/19 18:58,11/18/19 20:29,33.75806,-84.378418,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/18/19 19:56,11/18/19 20:41,33.765034,-84.518005,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30336
0,11/18/19 7:20,11/18/19 8:19,33.63121,-84.392159,,,0.25999999,,GA-407 W,R,Atlanta,Clayton,GA,30354
0,11/18/19 15:50,11/18/19 18:09,33.652176,-84.367058,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30354
1,11/18/19 16:57,11/18/19 18:29,33.636818,-84.398026,,,0,799,Airline Museum Way,L,Atlanta,Clayton,GA,30354
1,11/19/19 5:11,11/19/19 6:14,33.766319,-84.52655,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30336
0,11/19/19 6:22,11/19/19 7:21,33.899906,-84.243675,,,0,4083,Pleasantdale Rd,R,Atlanta,DeKalb,GA,30340-3545
1,11/19/19 6:24,11/19/19 8:12,33.891392,-84.459038,,,0.529999971,,GA-407 W,R,Atlanta,Cobb,GA,30339
1,11/19/19 7:01,11/19/19 8:03,33.737003,-84.391846,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30315
0,11/19/19 7:19,11/19/19 7:49,33.848846,-84.430992,,,0,,W Paces Ferry Rd NW,R,Atlanta,Fulton,GA,30327
1,11/19/19 7:34,11/19/19 9:07,33.791939,-84.390762,,,0,,17th St NW,R,Atlanta,Fulton,GA,30309
0,11/19/19 8:08,11/19/19 8:38,33.819431,-84.361671,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30324
1,11/19/19 8:23,11/19/19 10:09,33.831512,-84.33654,,,0,,GA-403 N,R,Atlanta,DeKalb,GA,30329
1,11/19/19 8:49,11/19/19 9:49,33.780003,-84.390877,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30313
1,11/19/19 10:42,11/19/19 11:12,33.721718,-84.39521,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30310
1,11/19/19 11:43,11/19/19 12:57,33.778721,-84.390709,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30313
1,11/19/19 13:38,11/19/19 14:23,33.791977,-84.39241,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
1,11/19/19 14:16,11/19/19 15:01,33.890156,-84.462746,,,0,,GA-407 W,R,Atlanta,Cobb,GA,30339
1,11/19/19 16:20,11/19/19 16:49,33.885899,-84.251175,,,0,,Chamblee Tucker Rd,R,Atlanta,DeKalb,GA,30341
1,11/19/19 16:24,11/19/19 16:53,33.869438,-84.477371,,,0,,GA-407 N,R,Atlanta,Cobb,GA,30339
1,11/19/19 16:25,11/19/19 16:55,33.751228,-84.380348,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
1,11/19/19 16:27,11/19/19 20:36,33.892574,-84.259048,,,0,,GA-403 S,R,Atlanta,DeKalb,GA,30340
1,11/19/19 16:29,11/19/19 16:58,33.791977,-84.39241,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
1,11/19/19 17:28,11/19/19 19:43,33.91465,-84.349678,,,0,,GA-407 W,R,Atlanta,Fulton,GA,30342
1,11/19/19 19:17,11/19/19 19:46,33.770905,-84.390472,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30308
1,11/19/19 19:28,11/19/19 20:15,33.890156,-84.462746,,,0,,GA-407 W,R,Atlanta,Cobb,GA,30339
1,11/19/19 19:29,11/19/19 19:58,33.760464,-84.493477,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30331
1,11/19/19 19:41,11/19/19 20:10,33.852581,-84.24646,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30345
1,11/19/19 18:27,11/19/19 18:56,33.636818,-84.398026,,,0,799,Airline Museum Way,L,Atlanta,Clayton,GA,30354
1,11/19/19 18:53,11/19/19 19:22,33.585026,-84.513145,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30349
0,11/20/19 4:05,11/20/19 4:35,33.744629,-84.399231,,,0.419999987,,GA-402 E,R,Atlanta,Fulton,GA,30312
1,11/20/19 5:48,11/20/19 6:17,33.75153,-84.380013,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
0,11/20/19 6:16,11/20/19 6:45,33.764912,-84.494568,,,1.980000019,,GA-402 E,R,Atlanta,Fulton,GA,30331
0,11/20/19 7:04,11/20/19 8:20,33.745739,-84.388092,,,0.439999998,,Capitol Ave SE,R,Atlanta,Fulton,GA,30312
0,11/20/19 7:02,11/20/19 7:48,33.764912,-84.494568,,,1.980000019,,GA-402 E,R,Atlanta,Fulton,GA,30331
0,11/20/19 7:08,11/20/19 7:37,33.749161,-84.383759,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30312
1,11/20/19 8:21,11/20/19 9:06,33.899307,-84.268684,,,0,,GA-407 W,R,Atlanta,DeKalb,GA,30340
1,11/20/19 8:47,11/20/19 10:24,33.790321,-84.391907,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
1,11/20/19 8:51,11/20/19 10:05,33.79797,-84.392929,,,0,,GA-13 S,R,Atlanta,Fulton,GA,30309
0,11/20/19 9:47,11/20/19 10:31,33.729939,-84.392303,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30315
1,11/20/19 11:11,11/20/19 11:50,33.90202,-84.473396,,,0,,GA-401 N,R,Atlanta,Cobb,GA,30339
1,11/20/19 12:48,11/20/19 14:21,33.791977,-84.39241,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30363
1,11/20/19 14:16,11/20/19 15:02,33.766319,-84.52655,,,0,,GA-402 W,R,Atlanta,Fulton,GA,30336
1,11/20/19 15:14,11/20/19 18:43,33.848846,-84.430992,,,0,,W Paces Ferry Rd NW,R,Atlanta,Fulton,GA,30327
1,11/20/19 16:15,11/20/19 16:44,33.723042,-84.502731,,,0,,Cascade Rd SW,R,Atlanta,Fulton,GA,30311
1,11/20/19 16:27,11/20/19 16:56,33.807072,-84.379471,,,0,,GA-403 N,R,Atlanta,Fulton,GA,30309
1,11/20/19 16:34,11/20/19 17:04,33.729877,-84.392487,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30315
1,11/20/19 17:15,11/20/19 17:45,33.831512,-84.33654,,,0,,GA-403 N,R,Atlanta,DeKalb,GA,30329
1,11/20/19 17:16,11/20/19 17:46,33.912086,-84.379356,,,0,,GA-407 E,R,Atlanta,Fulton,GA,30342
1,11/20/19 18:14,11/20/19 18:44,33.824894,-84.349991,,,0,,GA-403 S,R,Atlanta,Fulton,GA,30324
1,11/20/19 18:45,11/20/19 19:15,33.757912,-84.469368,,,0,,Hamilton E Holmes Dr NW,R,Atlanta,Fulton,GA,30318
1,11/20/19 19:33,11/20/19 20:03,33.906185,-84.358948,,,0,875,Johnson Ferry Rd NE,R,Atlanta,Fulton,GA,30342-1410
1,11/20/19 19:59,11/20/19 21:02,33.750645,-84.452866,,,0,,GA-402 E,R,Atlanta,Fulton,GA,30310
1,11/20/19 20:18,11/20/19 21:38,33.76683,-84.387741,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30308
1,11/20/19 22:57,11/21/19 0:16,33.879265,-84.272797,,,2.029999971,,GA-403 S,R,Atlanta,DeKalb,GA,30340
1,11/20/19 23:26,11/20/19 23:55,33.870335,-84.280937,,,0,3183,Northeast Expy NE,R,Atlanta,DeKalb,GA,30341-5348
1,11/20/19 16:06,11/20/19 17:05,33.657001,-84.497742,,,0,,GA-407 S,R,Atlanta,Fulton,GA,30344
0,11/21/19 6:30,11/21/19 7:32,33.900238,-84.244011,,,0,,Northeast Expy,R,Atlanta,DeKalb,GA,30340
0,11/21/19 7:00,11/21/19 7:30,33.883663,-84.470657,,,0,,GA-407 E,R,Atlanta,Cobb,GA,30339
0,11/21/19 7:03,11/21/19 8:04,33.848846,-84.430992,,,0,,W Paces Ferry Rd NW,R,Atlanta,Fulton,GA,30327
1,11/21/19 7:07,11/21/19 7:52,33.895077,-84.452255,,,0,,GA-407 E,R,Atlanta,Cobb,GA,30339
0,11/21/19 10:26,11/21/19 11:55,33.852207,-84.369438,,,0,,Lenox Rd NE,R,Atlanta,Fulton,GA,30342
1,11/21/19 13:47,11/21/19 14:31,33.918056,-84.338028,,,0,,Ashford Dunwoody Rd NE,R,Atlanta,DeKalb,GA,30319
1,11/21/19 14:06,11/21/19 14:36,33.754021,-84.378105,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30312
0,11/21/19 14:57,11/21/19 15:43,33.88324,-84.250427,,,0,,GA-407 E,R,Atlanta,DeKalb,GA,30341
1,11/21/19 15:13,11/21/19 16:14,33.763474,-84.383575,,,0,,GA-401 S,R,Atlanta,Fulton,GA,30308
0,11/21/19 15:48,11/21/19 16:18,33.982201,-84.34198,,,0,,GA-400 S,R,Atlanta,Fulton,GA,30350
1,11/21/19 16:24,11/21/19 17:58,33.8326,-84.336662,,,0,,N Druid Hills Rd NE,R,Atlanta,DeKalb,GA,30329
1,11/21/19 16:37,11/21/19 17:42,33.863136,-84.437782,,,0,,GA-401 N,R,Atlanta,Fulton,GA,30327
